city,lat,lon,name,review_score,url,description,city_target,city_target_precipitation,date_time,city_target_temp_feels_like,city_target_wind_speed,lat_target,lon_target,city_target_weather_score,distance
Amiens,49.89571084,2.29956239,Mercure Amiens Cathédrale,8.3,https://www.booking.com/hotel/fr/mercure-amiens-cathdrale.en-gb.html,"The 4-star Mercure hotel is situated in front of France's biggest medieval cathedral, which is listed as a Unesco World Heritage site.<br><br>Each room and suite recently renovated, is spacious: from 25 to 41m2, sound-proofed and air-conditioned during summer months. They come with free Wi-Fi access and a flat-screen TV with satellite channels, which includ French and international channels. tea/coffee making facilities, minibar with one free bottle of water.<br><br>L' Echanson, the hotel's restaurant, serves a wide range of delicate dishes and regional specialties made with local and regional products.",Amiens,0.3764,2024-04-06 16:48:00,13.5276,5.9648,49.8942,2.2957,1.3352750392781996,0.32
Amiens,49.89125423,2.30433606,Grand Hotel de L'Univers,7.7,https://www.booking.com/hotel/fr/bwlunivers.en-gb.html,"This Grand Hotel de L'Univers is located in the heart of Amiens, just 100 metres from the train station. It offers soundproofed rooms equipped with satellite TV and free Wi-Fi access.<br><br>The Grand Hotel de L'Univers provides a 24-hour reception. All rooms are serviced by a lift.<br><br>Grand Hotel de L'Univers is just a 5-minute walk from Notre Dame Cathedral and the floating gardens. Several sites dedicated to the Great War can be visited in the region.",Amiens,0.3764,2024-04-06 16:48:00,13.5276,5.9648,49.8942,2.2957,1.3352750392781996,0.7
Amiens,49.88977885,2.30249941,Le Saint Louis,8.1,https://www.booking.com/hotel/fr/le-saint-louis-amienq.en-gb.html,"Le Saint Louis is located in Amiens town centre, 300 metres from the train station and the Cathedral. It offers rooms with satellite TV and free Wi-Fi.<br><br>Guestrooms at Hotel Le Saint Louis are individually decorated and have private bathrooms.<br><br>Le Saint Louis is close to the town’s main tourist attractions such as the Rue des Piétons (pedestrian street) and the house of Jules Verne and the Perret Tower.<br><br>Public parking is available near the hotel.",Amiens,0.3764,2024-04-06 16:48:00,13.5276,5.9648,49.8942,2.2957,1.3352750392781996,0.69
Amiens,49.89105067,2.30115093,Hôtel Spa Marotte,8.0,https://www.booking.com/hotel/fr/ha-tel-marotte.en-gb.html,"Located in the centre of Amiens, 500 metres from the train station and set in a traditional building from the 19th century, Hôtel Spa Marotte offers a tea room, a champagne and wine bar and elegant accommodations.<br><br>All of the accommodations at Hôtel Spa Marotte have a flat-screen TV and a minibar. Some also include a balcony and some have a sauna.<br><br>A continental breakfast is available every morning. Guests can enjoy a tea on site.<br><br>Other facilities are a safety deposit box and a luggage storage. Free Wi-Fi access is available throughout the property.<br><br>Hôtel Spa Marotte has his own and private shuttle service (airports, railway stations, etc.) available on request for an extra fee.<br><br>You can enjoy a 1h30 access to the spa for an extra cost of 30 € per person per day. We can offer massages, body or face treatments, alone or in duo (extra cost)<br><br>It is 200 metres from the cathedral and 300 metres from Jules Vernes House. Musée de Picardie is 800 metres away and Amiens Train Station is a 5-minute walk away. Valet parking services is available upon request.",Amiens,0.3764,2024-04-06 16:48:00,13.5276,5.9648,49.8942,2.2957,1.3352750392781996,0.52
Amiens,49.89193885,2.30575562,Au Spatial,7.4,https://www.booking.com/hotel/fr/au-spatial.en-gb.html,"Au Spatial is located in the heart of Amiens, a 2-minute walk from Amiens Train Station and a 6-minute walk from Amiens Cathedral. It offers free WiFi access.<br><br>Each room includes a flat-screen TV with Canal+ and BBC channels. They also have a private bathroom with a bath or a shower.<br><br>A buffet breakfast is served every morning in the breakfast room at hotel Au Spatial. The buffet includes homemade jams, cereals, pastries, bread, cheese, cold meats and yogurts.<br><br>Amiens Zoo is located 3 km from this hotel and private parking is available on site at an extra cost per day and subject to availability.",Amiens,0.3764,2024-04-06 16:48:00,13.5276,5.9648,49.8942,2.2957,1.3352750392781996,0.76
Amiens,49.89448371,2.27680253,Logis hôtel - La Chambre D'Amiens,8.4,https://www.booking.com/hotel/fr/la-chambre-d-39-amiens.en-gb.html,"Set in Amiens, 900 metres from Zénith d'Amiens, Logis hôtel - La Chambre D'Amiens offers accommodation with a bar, free private parking, a shared lounge and a garden. Boasting family rooms, this property also provides guests with a terrace. The accommodation features luggage storage space and free WiFi throughout the property.<br><br>All guest rooms at the hotel come with a seating area. At Logis hôtel - La Chambre D'Amiens all rooms include a desk, a flat-screen TV and a private bathroom.<br><br>Continental and buffet breakfast options are available every morning at the accommodation.<br><br>The Floating gardens Park is 3.3 km from Logis hôtel - La Chambre D'Amiens, while Berny's Museum is 3.8 km from the property. The nearest airport is Paris Beauvais-Tille Airport, 61 km from the hotel.",Amiens,0.3764,2024-04-06 16:48:00,13.5276,5.9648,49.8942,2.2957,1.3352750392781996,1.35
Amiens,49.893251,2.304545,Hotel Victor Hugo,7.7,https://www.booking.com/hotel/fr/victor-hugo-amiens.en-gb.html,"Hotel Victor Hugo is a hotel offering accommodation in Amiens. The property is located 2.2 km from Zénith d'Amiens and 100 metres from Berny's Museum. The property is a 7-minute walk from The Floating gardens Park and a 3-minute walk from Tribunal de Grande Instance of Amiens.<br><br>At the hotel, the rooms are equipped with a desk. Hotel Victor Hugo features certain rooms that feature city views, and all rooms include a private bathroom and a wardrobe. The rooms in the accommodation are fitted with a flat-screen TV and a hairdryer.<br><br>University of Picardie Jules Verne is 3.5 km from Hotel Victor Hugo. Paris Beauvais-Tille Airport is 50 km from the property.",Amiens,0.3764,2024-04-06 16:48:00,13.5276,5.9648,49.8942,2.2957,1.3352750392781996,0.64
Amiens,49.91856793,2.29331338,Première Classe Amiens,6.2,https://www.booking.com/hotel/fr/premia-re-classe-amiens.en-gb.html,"Première Classe Amiens is 3 km from the centre of Amiens and its cathedral. This hotel offers free WiFi access and a garden.<br><br>All rooms at Première Classe Amiens feature a wardrobe, a desk and a flat-screen TV with satellite channels. They include a bathroom with a shower.<br><br>Breakfast is served between 6:30 and 10:00 on weekdays and between 7:00 and 10:00 during weekends. Vending machines for drinks and snacks can be found at the reception area.<br><br>This property is 5 km from the A16 motorway and 9 km from Amiens Golf Club. Free WiFi is provided.",Amiens,0.3764,2024-04-06 16:48:00,13.5276,5.9648,49.8942,2.2957,1.3352750392781996,2.71
Amiens,49.89148612,2.3043555,Hôtel De Normandie,6.6,https://www.booking.com/hotel/fr/de-normandie-amiens.en-gb.html,"Hôtel De Normandie is located only 100 metres from the train station in the heart of Amiens. It is just a 5-minute walk from Notre-Dame d'Amiens Cathedral, Perret Tower and plenty of shops.<br><br>Each room features a flat-screen TV, desk, telephone and free WiFi access. A hairdryer, electric kettle, ironing facilities and adapter can be provided upon request for free.<br><br>Each morning breakfast is served in the form of a buffet and it can be enjoyed in the hotel's art-deco breakfast room. A communal lounge is at your disposition to relax in.<br><br>The N25 motorway is a 10-minute drive from the Hôtel De Normandie.",Amiens,0.3764,2024-04-06 16:48:00,13.5276,5.9648,49.8942,2.2957,1.3352750392781996,0.69
Amiens,49.86075979,2.27651417,Hôtel Inn Design Resto Novo Amiens,7.7,https://www.booking.com/hotel/fr/hotel-inn-design.en-gb.html,"Located in Dury within a business zone (office), the Inn Design hotel offers you all the necessary comfort for your visit to Amiens.<br><br>The rooms are all equipped with a flat-screen television with the Canal+ package, free Wi-Fi, a kettle with tea and coffee, and a private bathroom.<br><br>Come and enjoy your breakfast and dinner in our RestoNovo restaurant, and why not continue the experience with lunch before hitting the road again.<br><br>Breakfast is available every day:<br>From Monday to Friday from 6:30 am to 9 am<br>On Saturdays and Sundays from 7:30 am to 10 am<br><br>The restaurant is open from Monday to Friday:<br>Lunch: from 12 pm to 1:30 pm<br>Dinner: from 7 pm to 9 pm<br><br>The hotel is ideally located:<br><br>2 minutes from the Amiens Sud shopping center (Auchan, restaurants, shops)<br>45 minutes from Beauvais Airport<br>5 minutes from the A29 motorway exit<br>12 minutes from Amiens train station and the city center<br>10 minutes from the Palais des Congrès, Mégacité, and the Zénith<br>10 minutes from Amiens Sud Hospital and the Polyclinic.<br><br>Don't hesitate to visit the Picardie Museum, the cathedral, or the hortillonnages, all within a 15-minute drive or 20-minute bus ride.",Amiens,0.3764,2024-04-06 16:48:00,13.5276,5.9648,49.8942,2.2957,1.3352750392781996,3.96
Amiens,49.8675131,2.37250775,Campanile Amiens - Glisy,7.8,https://www.booking.com/hotel/fr/campanile-amiens.en-gb.html,Campanile Amiens – Glisy is conveniently situated just outside Amiens – Glisy airport and the access to the A29 motorway. It features air-conditioned rooms with free Wi-Fi access and has a restaurant with a terrace.<br><br>Each room is equipped with a TV and has a private bathroom with a bathtub. A buffet breakfast is served daily.<br><br>Campanile Amiens – Glisy provides a meeting room and there is free private parking available. The hotel is a 15-minute drive from Amiens town centre.,Amiens,0.3764,2024-04-06 16:48:00,13.5276,5.9648,49.8942,2.2957,1.3352750392781996,6.25
Amiens,49.87130582,2.37031922,B&B HOTEL Amiens,7.1,https://www.booking.com/hotel/fr/b-amp-b-amiens.en-gb.html,"B&B HOTEL Amiens is set in Longueau, 12 km from the centre of Amiens. Free WiFi is featured and free private parking is available on site.<br><br>The rooms are fitted with a flat-screen TV with cable channels. All rooms are equipped with a private bathroom.<br><br>Breakfast is served every morning at B&B HOTEL Amiens. Vending machines for drinks and snacks are available on site.<br><br>Albert is 32 km from B&B HOTEL Amiens, while Abbeville is 46 km away. Paris Beauvais-Tille Airport is 55 km from the property.",Amiens,0.3764,2024-04-06 16:48:00,13.5276,5.9648,49.8942,2.2957,1.3352750392781996,5.92
Rouen,49.425341,1.068718,ibis budget Rouen Centre Rive Gauche,8.3,https://www.booking.com/hotel/fr/ibis-budget-rouen-centre-rive-gauche.en-gb.html,"Hotel ibis budget Rouen Centre Rive Gauche Gauche is situated in Rouen, 2.4 km from Rouen Kindarena Sports Hall.<br><br>All rooms are equipped with a flat-screen TV. Each room comes with a private bathroom.<br><br>There is luggage storage space at the property.<br><br>Notre-Dame Cathedral of Rouen is 2.5 km from Hotel Ibis Budget, while Rouen University Hospital is 3.3 km away. The nearest airport is Beauvais Tille Airport, 75 km from Hotel ibis budget Rouen Centre Rive Gauche Gauche.",Rouen,0.332,2024-04-06 16:48:00,13.5648,5.694,49.4405,1.094,1.4809948639733934,2.49
Amiens,49.86547735,2.3711586,Novotel Amiens Pôle Jules Verne,7.2,https://www.booking.com/hotel/fr/novotelamiens.en-gb.html,"The hotel is located 7 km from the centre of Amiens, the Cathedral and the Hortillonnage market gardens.<br><br>Guestrooms are modern and comfortable and equipped with modern en suite facilities.<br><br>Novotel Amiens Pôle Jules Verne offers Novotel Cafe serves modern cuisine. Featuring a swimming pool and private car park the hotel is ideal for a business trip or a holiday in Amiens.<br><br>Up to 2 children (16 years and under) stay free when sharing with parents. Exit 51 on the A1 motorway is only a 5-minute drive away.",Amiens,0.3764,2024-04-06 16:48:00,13.5276,5.9648,49.8942,2.2957,1.3352750392781996,6.28
Rouen,49.446441,1.09412,"Radisson Blu Hotel, Rouen Centre",8.9,https://www.booking.com/hotel/fr/radisson-blu-rouen-centre.en-gb.html,"Radisson Blu Hotel, Rouen Centre features a restaurant serving high qualtiy local dishes, fitness centre, a bar and shared lounge in Rouen. Featuring family rooms, this property also provides guests with a terrace. The accommodation offers a 24-hour front desk, a shuttle service, room service and free WiFi.<br>At the hotel all rooms come with a wardrobe, a TV and a private bathroom.<br>Radisson Blu Hotel, Rouen Centre offers a continental or buffet breakfast.<br>The accommodation also provides a business centre and guests can check the newspapers at Radisson Blu Hotel, Rouen Centre. Private parking is available for a fee.<br>Notre-Dame Cathedral of Rouen is 700 metres from the hotel. The nearest airport is Deauville - Normandie Airport, 68 km from Radisson Blu Hotel, Rouen Centre.",Rouen,0.332,2024-04-06 16:48:00,13.5648,5.694,49.4405,1.094,1.4809948639733934,0.66
Amiens,49.9524,2.31145,Kyriad Prestige Amiens Poulainville - Hotel and Spa,8.4,https://www.booking.com/hotel/fr/kyriad-prestige-amiens-poulainville-hotel-and-spa.en-gb.html,"Located in Poulainville, 7.8 km from Amiens Train Station, Kyriad Prestige Amiens Poulainville - Hotel and Spa provides accommodation with a fitness centre, free private parking, a shared lounge and a restaurant. This 4-star hotel offers room service, a 24-hour front desk and free WiFi. Guests can make use of a bar.<br><br>Zénith d'Amiens is 8.9 km from the hotel, while The Floating gardens Park is 7.5 km away. The nearest airport is Beauvais–Tillé Airport, 75 km from Kyriad Prestige Amiens Poulainville - Hotel and Spa.",Amiens,0.3764,2024-04-06 16:48:00,13.5276,5.9648,49.8942,2.2957,1.3352750392781996,6.57
Amiens,49.86599,2.37235629,hotelF1 Amiens Est,6.6,https://www.booking.com/hotel/fr/hotelf1-amiens-est.en-gb.html,"hotelF1 Amiens Est 12 rue des indes n0ires 80440 glisy is set in Glisy, 6 km from Amiens and 25 km from Albert.<br><br>All rooms are equipped with a flat-screen TV. All rooms have a shared bathroom. Guests can purchase microfibre towels at the hotel at an extra cost of EUR 3 each.<br><br>Abbeville is 47 km from hotelF1 Amiens Est 12 rue des indes n0ires 80440 glisy, while Péronne is 41 km from the property. Paris Beauvais-Tille Airport is 49 km away.",Amiens,0.3764,2024-04-06 16:48:00,13.5276,5.9648,49.8942,2.2957,1.3352750392781996,6.33
Rouen,49.43032628,1.08483285,B&B HOTEL Rouen Centre,6.7,https://www.booking.com/hotel/fr/comforthotelrouencentre.en-gb.html,"B&B HOTEL Rouen Centre is located in the heart of Rouen next to Saint-Sever Shopping Centre and 4 km from Kindarena Stadium. It offers en suite rooms, a restaurant and 24-hour reception desk. Free Wi-Fi is available.<br><br>Rooms at B&B HOTEL Rouen Centre are equipped with satellite TV and a telephone. The rooms are accessible by lift.<br><br>B&B HOTEL Rouen Centre’s restaurant serves traditional cuisine and guests can relax with a drink in the bar.<br><br>B&B HOTEL Rouen Centre is 1.5 km from Rouen Orléans Train Station, which can be accessed in 10 minute using the metro system. Jardin des Plantes de Rouen is 1 km away and public parking is possible in St Sever shopping centre, next to the hotel.",Rouen,0.332,2024-04-06 16:48:00,13.5648,5.694,49.4405,1.094,1.4809948639733934,1.31
Rouen,49.43869536,1.1092034,Brit Hotel Confort Rouen Centre,7.3,https://www.booking.com/hotel/fr/le-relais-des-2-rivieres.en-gb.html,"This hotel is located in the centre of Rouen next to the University of Rouen Faculty Of Medicine and 4 km from the Kindarena Stadium. It offers en suite rooms, a terrace and free WiFi access.<br><br>Rooms at Brit Hotel Confort Rouen Centre are equipped with a desk and flat-screen TV with satellite channels.<br><br>A buffet breakfast can be enjoyed every morning. Vending machines are available.<br><br>The Medical Training Center is 650 meters from the property. Brit Hotel Confort Rouen Centre is 1.5 km from Rouen Cathedral and an 8-minute drive from Rouen-Rive-Droite Train Station.",Rouen,0.332,2024-04-06 16:48:00,13.5648,5.694,49.4405,1.094,1.4809948639733934,1.12
Rouen,49.44263508,1.08685791,"Hôtel Littéraire Gustave Flaubert, BW Signature Collection",8.6,https://www.booking.com/hotel/fr/hotellitterairegustaveflaubert.en-gb.html,"Situated in the historic centre of Rouen, Hôtel Littéraire Gustave Flaubert, BW Signature Collection, offers accommodation with a literary theme in honour of the writer Gustave Flaubert. It is located 3 km from the Kindarena Stadium and free WiFi is available throughout the property.<br><br>A flat-screen TV with satellite channels is included in each of the elegant rooms. All rooms have private bathrooms, and some feature iPod docking stations.<br><br>Breakfast is served every morning and can be enjoyed in the breakfast area or in the comfort of guest rooms. Guests are invited to relax in the hotel's cocktail lounge. The hotel is situated across the street from a number of French and international restaurants.<br><br>Notre Dame Cathedral of Rouen is just a 10-minute walk from the hotel and the Musée des Beaux Arts de Rouen is 800 metres away.",Rouen,0.332,2024-04-06 16:48:00,13.5648,5.694,49.4405,1.094,1.4809948639733934,0.57
Rouen,49.44332714,1.09457396,Le Vieux Carré,8.0,https://www.booking.com/hotel/fr/le-vieux-carre.en-gb.html,"This hotel is located in central Rouen, in a pedestrian area, just 850 metres from Rouen Rive-Droite Station. It offers en suite rooms and an interior courtyard with flowers and trees.<br><br>Le Vieux Carré’s restaurant provides daily continental breakfast and lunch. In the afternoon, it turns into a tea room, serving gourmet pastries. Guests can enjoy their meals outdoors, in the courtyard.<br><br>Each room at Le Vieux Carré is equipped with a TV and a telephone. The private bathrooms all feature a bathtub. Free Wi-Fi access is available in the rooms and in the entire hotel.<br><br>The common living room features exposed beams and wooden furniture. Guests can relax in the armchairs, by the fireplace.<br><br>Le Vieux Carré is 400 metres from Notre-Dame Cathedral and 450 metres from Rouen’s Museum of Fine Arts. Paid public parking can be found nearby.",Rouen,0.332,2024-04-06 16:48:00,13.5648,5.694,49.4405,1.094,1.4809948639733934,0.32
Rouen,49.421793,1.106844,KYRIAD ROUEN SUD - Sotteville les Rouen,8.2,https://www.booking.com/hotel/fr/kyriad-rouen-sud.en-gb.html,"Situated in Rouen, 1.6 km from Hotel de ville de Soteville Station, Rouen, KYRIAD ROUEN SUD - Sotteville les Rouen features accommodation with free WiFi and free private parking. This 3-star hotel offers a 24-hour front desk and luggage storage space. The property is non-smoking and is located 1.8 km from Voltaire Station, Rouen.<br><br>The hotel will provide guests with air-conditioned rooms with a wardrobe, a safety deposit box, a TV and a private bathroom with a shower.<br><br>14-juillet Tramway Station, Rouen is 2.7 km from KYRIAD ROUEN SUD - Sotteville les Rouen, while Notre-Dame Cathedral of Rouen is 4 km from the property. The nearest airport is Beauvais–Tillé Airport, 84 km from the accommodation.",Rouen,0.332,2024-04-06 16:48:00,13.5648,5.694,49.4405,1.094,1.4809948639733934,2.28
Rouen,49.44117285,1.09517545,Mercure Rouen Centre Cathédrale,8.3,https://www.booking.com/hotel/fr/mercure-rouen-centre.en-gb.html,"This Mercure is located in central Rouen, 160 metres from Notre Dame Cathedral and 3 km from Kindarena Stadium. It offers air-conditioned guest rooms, each with a private bathroom, satellite TV and free WiFi access.<br><br>The Mercure Rouen Centre Cathédrale serves a full breakfast, which can be enjoyed in the comfort of your room and an express breakfast option. Guests can also enjoy a drink in the hotel bar.<br><br>The Place du Vieux Marché (the old market) and the Gros Horloge are within easy walking distance of the Mercure Rouen Centre. Rouen Train Station is situated just 1 km away and underground, private parking is available on site.",Rouen,0.332,2024-04-06 16:48:00,13.5648,5.694,49.4405,1.094,1.4809948639733934,0.11
Rouen,49.43572312,1.10273123,ibis Rouen Centre Champ de Mars,7.9,https://www.booking.com/hotel/fr/ibis-rouen-champ-de-mars.en-gb.html,"Located just a 10-minute walk from the centre of Rouen, ibis Rouen Champ de Mars offers a sauna, hammam and 24-hour reception. Rouen Cathedral is only a 15-minute walk from the hotel.<br><br>All rooms are air-conditioned and feature a flat-screen TV, wardrobe, desk and telephone. The en suite bathroom includes a hairdryer.<br><br>A buffet breakfast composed of sweet and savoury dishes such as eggs, fruit salad, yogurts and juices is served every day. Pastries baked on site and fresh French Madeleine cakes are also on offer, as well as a hot beverage and a piece of fruit to take away. Outside of regular breakfast hours guests can also enjoy a lighter option, available from 04:00.<br><br>Guests can relax with a drink in the on-site bar and restaurants can be found in the city centre.<br><br>Additional features include free WiFi access throughout and luggage storage. The train station is 2 km away and the A150 motorway is ideally located a 10-minute drive from the hotel. Charging stations for electric cars are available at this property.",Rouen,0.332,2024-04-06 16:48:00,13.5648,5.694,49.4405,1.094,1.4809948639733934,0.83
